1,100,90,A,,,1,,,,
1,89,80,B,,,1,,,,
1,79,70,C,,,2,,,,
1,69,60,D,,,3,,,,
1,59,0,F,,,3,,,,
3,100,97,A+,,,1,,,,
3,96,93,A,,,1,,,,
3,92,90,A-,,,1,,,,
3,89,87,B+,,,1,,,,
3,86,83,B,,,1,,,,
3,82,80,B-,,,1,,,,
3,79,77,C+,,,2,,,,
3,76,73,C,,,2,,,,
3,72,70,C-,,,2,,,,
3,69,67,D+,,,3,,,,
3,66,63,D,,,3,,,,
3,62,60,D-,,,3,,,,
3,59,0,F,,,3,,,,
