3,12
4,12
7,12
11,12
15,12
24,12
28,12
33,12
32,12
34,12
35,12
48,12
52,12
53,12
55,12
56,12
61,12
3,13
7,13
11,13
15,13
24,13
28,13
30,13
33,13
32,13
34,13
35,13
36,13
37,13
48,13
50,13
52,13
53,13
54,13
55,13
56,13
57,13
58,13
61,13
30,8
31,8
33,8
32,8
34,8
35,8
36,8
37,8
50,10
51,10
52,10
53,10
54,10
55,10
56,10
57,10
58,10
13,7
14,7
15,7
16,7
17,7
18,7
19,7
20,7
21,7
39,7
40,7
41,7
42,7
44,7
45,7
63,14
64,15
65,16
