Q1,2,2019-08-19 00:00:00,2019-11-01 00:00:00
Q2,2,2019-11-05 00:00:00,2020-02-14 00:00:00
Q3,2,2020-02-18 00:00:00,2020-04-17 00:00:00
Q4,2,2020-04-21 00:00:00,2020-06-24 00:00:00
